Year,ST,STATE,OCC_CODE,OCC_TITLE,,LOC_Q,A_MEAN,H_MEAN,TOT_EMP
2017,CT,Connecticut,15-1143,Computer Network Architects,,0.92,120700,58.03,1680
2017,CT,Connecticut,15-1151,Computer User Support Specialists,,1.19,58390,28.07,8490
2017,CT,Connecticut,15-1152,Computer Network Support Specialists,,0.46,80780,38.84,1000
2017,CT,Connecticut,15-1199,"Computer Occupations, All Other",,0.51,99110,47.65,1880
2017,DE,Delaware,15-0000,Computer and Mathematical Occupations,,1.33,92630,44.54,17560
2017,DE,Delaware,15-1121,Computer Systems Analysts,,1.63,96440,46.36,2950
2017,DE,Delaware,15-1122,Information Security Analysts,,1.89,103590,49.8,620
2017,DE,Delaware,15-1131,Computer Programmers,,1.47,77200,37.12,1130
2017,DE,Delaware,15-1132,"Software Developers, Applications",,1.76,102250,49.16,4640
2017,DE,Delaware,15-1133,"Software Developers, Systems Software",,**,122050,58.68,**
2017,DE,Delaware,15-1134,Web Developers,,0.75,69280,33.31,290
2017,DE,Delaware,15-1141,Database Administrators,,2.26,91430,43.96,800
2017,DE,Delaware,15-1142,Network and Computer Systems Administrators,,1.17,79960,38.44,1360
2017,DE,Delaware,15-1143,Computer Network Architects,,1.4,124310,59.76,680
2017,DE,Delaware,15-1151,Computer User Support Specialists,,0.98,57990,27.88,1860
2017,DE,Delaware,15-1152,Computer Network Support Specialists,,0.97,69050,33.2,560
2017,DC,District of Columbia,15-0000,Computer and Mathematical Occupations,,2.03,106790,51.34,42910
2017,DC,District of Columbia,15-1111,Computer and Information Research Scientists,,3.26,131980,63.45,450
2017,DC,District of Columbia,15-1121,Computer Systems Analysts,,1.47,104970,50.47,4260
2017,DC,District of Columbia,15-1122,Information Security Analysts,,2.5,121170,58.25,1310
2017,DC,District of Columbia,15-1131,Computer Programmers,,0.97,101740,48.91,1200
2017,DC,District of Columbia,15-1132,"Software Developers, Applications",,0.57,115900,55.72,2400
2017,DC,District of Columbia,15-1133,"Software Developers, Systems Software",,1.38,111570,53.64,2710
2017,DC,District of Columbia,15-1134,Web Developers,,2.02,86660,41.66,1260
2017,DC,District of Columbia,15-1141,Database Administrators,,1.69,97030,46.65,960
2017,DC,District of Columbia,15-1142,Network and Computer Systems Administrators,,1.32,98020,47.12,2450
2017,DC,District of Columbia,15-1143,Computer Network Architects,,1.64,113330,54.49,1290
2017,DC,District of Columbia,15-1151,Computer User Support Specialists,,1.49,69530,33.43,4530
2017,DC,District of Columbia,15-1152,Computer Network Support Specialists,,0.71,92060,44.26,660
2017,DC,District of Columbia,15-1199,"Computer Occupations, All Other",,10.85,116670,56.09,17020
2017,FL,Florida,15-0000,Computer and Mathematical Occupations,,0.79,76420,36.74,198940
2017,FL,Florida,15-1111,Computer and Information Research Scientists,,0.32,105560,50.75,530
2017,FL,Florida,15-1121,Computer Systems Analysts,,0.61,82210,39.52,20880
2017,FL,Florida,15-1122,Information Security Analysts,,0.84,86630,41.65,5240
2017,FL,Florida,15-1131,Computer Programmers,,0.73,79770,38.35,10670
2017,FL,Florida,15-1132,"Software Developers, Applications",,0.68,90770,43.64,34270
2017,FL,Florida,15-1133,"Software Developers, Systems Software",,0.71,101090,48.6,16500
2017,FL,Florida,15-1134,Web Developers,,0.93,62290,29.95,6930
2017,FL,Florida,15-1141,Database Administrators,,1.11,84860,40.8,7440
2017,FL,Florida,15-1142,Network and Computer Systems Administrators,,0.86,79360,38.15,18970
2017,FL,Florida,15-1143,Computer Network Architects,,1.43,82920,39.87,13340
2017,FL,Florida,15-1151,Computer User Support Specialists,,1.03,47540,22.85,37190
2017,FL,Florida,15-1152,Computer Network Support Specialists,,0.87,58090,27.93,9570
2017,FL,Florida,15-1199,"Computer Occupations, All Other",,0.6,78470,37.73,11180
2017,GA,Georgia,15-0000,Computer and Mathematical Occupations,,1.09,85890,41.29,140520
2017,GA,Georgia,15-1111,Computer and Information Research Scientists,,0.96,101950,49.02,810
2017,GA,Georgia,15-1121,Computer Systems Analysts,,0.99,87850,42.24,17380
2017,GA,Georgia,15-1122,Information Security Analysts,,0.89,90940,43.72,2840
2017,GA,Georgia,15-1131,Computer Programmers,,0.92,85380,41.05,6880
2017,GA,Georgia,15-1132,"Software Developers, Applications",,1.05,103630,49.82,27040
2017,GA,Georgia,15-1133,"Software Developers, Systems Software",,1.01,101530,48.81,12030
2017,GA,Georgia,15-1134,Web Developers,,0.71,77950,37.48,2710
2017,GA,Georgia,15-1141,Database Administrators,,1.25,89010,42.79,4300
2017,GA,Georgia,15-1142,Network and Computer Systems Administrators,,0.96,87570,42.1,10820
2017,GA,Georgia,15-1143,Computer Network Architects,,1.11,113110,54.38,5270
2017,GA,Georgia,15-1151,Computer User Support Specialists,,1.25,52980,25.47,23140
2017,GA,Georgia,15-1152,Computer Network Support Specialists,,1.21,69740,33.53,6790
2017,GA,Georgia,15-1199,"Computer Occupations, All Other",,1.74,88190,42.4,16580
2017,HI,Hawaii,15-0000,Computer and Mathematical Occupations,,0.53,79790,38.36,9960
2017,HI,Hawaii,15-1111,Computer and Information Research Scientists,,1.06,105490,50.71,130
2017,HI,Hawaii,15-1121,Computer Systems Analysts,,0.58,80940,38.91,1500
2017,HI,Hawaii,15-1122,Information Security Analysts,,0.39,95700,46.01,180
2017,HI,Hawaii,15-1131,Computer Programmers,,0.42,77190,37.11,470
2017,HI,Hawaii,15-1132,"Software Developers, Applications",,0.2,82050,39.45,760
2017,HI,Hawaii,15-1133,"Software Developers, Systems Software",,0.57,94280,45.33,1000
2017,HI,Hawaii,15-1134,Web Developers,,0.51,60810,29.24,280
2017,HI,Hawaii,15-1141,Database Administrators,,0.63,89400,42.98,320
2017,HI,Hawaii,15-1142,Network and Computer Systems Administrators,,0.71,86440,41.56,1190
2017,HI,Hawaii,15-1143,Computer Network Architects,,0.49,100540,48.34,340
2017,HI,Hawaii,15-1151,Computer User Support Specialists,,0.43,47660,22.91,1170
2017,HI,Hawaii,15-1152,Computer Network Support Specialists,,0.73,60350,29.02,600
2017,HI,Hawaii,15-1199,"Computer Occupations, All Other",,1.17,88790,42.69,1640
2017,ID,Idaho,15-0000,Computer and Mathematical Occupations,,0.69,70210,33.76,14110
2017,ID,Idaho,15-1111,Computer and Information Research Scientists,,1.01,*,*,140
2017,ID,Idaho,15-1121,Computer Systems Analysts,,0.49,78770,37.87,1360
2017,ID,Idaho,15-1122,Information Security Analysts,,0.81,84450,40.6,410
2017,ID,Idaho,15-1131,Computer Programmers,,0.53,75310,36.21,630
2017,ID,Idaho,15-1132,"Software Developers, Applications",,0.72,87580,42.11,2950
2017,ID,Idaho,15-1133,"Software Developers, Systems Software",,0.47,89610,43.08,900
2017,ID,Idaho,15-1134,Web Developers,,1.11,50660,24.36,670
2017,ID,Idaho,15-1141,Database Administrators,,0.93,61430,29.54,510
2017,ID,Idaho,15-1142,Network and Computer Systems Administrators,,0.74,64310,30.92,1330
2017,ID,Idaho,15-1143,Computer Network Architects,,0.57,80890,38.89,430
2017,ID,Idaho,15-1151,Computer User Support Specialists,,1.01,43650,20.99,2970
2017,ID,Idaho,15-1152,Computer Network Support Specialists,,0.48,55250,26.56,430
2017,ID,Idaho,15-1199,"Computer Occupations, All Other",,0.63,76320,36.69,960
2017,IL,Illinois,15-0000,Computer and Mathematical Occupations,,0.97,86820,41.74,172680
2017,IL,Illinois,15-1111,Computer and Information Research Scientists,,0.51,121310,58.32,590
2017,IL,Illinois,15-1121,Computer Systems Analysts,,1.09,90600,43.56,26500
2017,IL,Illinois,15-1122,Information Security Analysts,,0.91,97360,46.81,3970
2017,IL,Illinois,15-1131,Computer Programmers,,1.17,89390,42.98,12060
2017,IL,Illinois,15-1132,"Software Developers, Applications",,0.78,96110,46.21,27460
2017,IL,Illinois,15-1133,"Software Developers, Systems Software",,0.86,106700,51.3,14150
2017,IL,Illinois,15-1134,Web Developers,,1,78160,37.58,5260
2017,IL,Illinois,15-1141,Database Administrators,,0.87,91730,44.1,4090
2017,IL,Illinois,15-1142,Network and Computer Systems Administrators,,0.85,87700,42.16,13210
2017,IL,Illinois,15-1143,Computer Network Architects,,0.8,112050,53.87,5260
2017,IL,Illinois,15-1151,Computer User Support Specialists,,1,53680,25.81,25540
2017,IL,Illinois,15-1152,Computer Network Support Specialists,,1.21,70940,34.1,9390
2017,IL,Illinois,15-1199,"Computer Occupations, All Other",,1.22,92960,44.69,16050
2017,IN,Indiana,15-0000,Computer and Mathematical Occupations,,0.64,72660,34.93,57410
2017,IN,Indiana,15-1111,Computer and Information Research Scientists,,**,107440,51.66,**
2017,IN,Indiana,15-1121,Computer Systems Analysts,,0.72,81310,39.09,8900
2017,IN,Indiana,15-1122,Information Security Analysts,,0.49,77450,37.24,1080
2017,IN,Indiana,15-1131,Computer Programmers,,0.83,75420,36.26,4350
2017,IN,Indiana,15-1132,"Software Developers, Applications",,0.5,85640,41.17,9040
2017,IN,Indiana,15-1133,"Software Developers, Systems Software",,0.43,86540,41.61,3580
2017,IN,Indiana,15-1134,Web Developers,,0.61,57630,27.71,1620
2017,IN,Indiana,15-1141,Database Administrators,,0.71,73490,35.33,1710
2017,IN,Indiana,15-1142,Network and Computer Systems Administrators,,0.91,72330,34.77,7220
2017,IN,Indiana,15-1143,Computer Network Architects,,0.97,86230,41.46,3250
2017,IN,Indiana,15-1151,Computer User Support Specialists,,0.78,45750,22,10110
2017,IN,Indiana,15-1152,Computer Network Support Specialists,,0.39,60680,29.17,1550
2017,IN,Indiana,15-1199,"Computer Occupations, All Other",,0.41,73280,35.23,2750
2017,IA,Iowa,15-0000,Computer and Mathematical Occupations,,0.77,76700,36.87,35150
2017,IA,Iowa,15-1121,Computer Systems Analysts,,1.07,82850,39.83,6720
2017,IA,Iowa,15-1122,Information Security Analysts,,0.41,79670,38.3,460
2017,IA,Iowa,15-1131,Computer Programmers,,0.54,75060,36.09,1430
2017,IA,Iowa,15-1132,"Software Developers, Applications",,0.75,86070,41.38,6830
2017,IA,Iowa,15-1133,"Software Developers, Systems Software",,0.7,88310,42.46,2960
2017,IA,Iowa,15-1134,Web Developers,,0.78,58120,27.94,1060
2017,IA,Iowa,15-1141,Database Administrators,,0.54,85330,41.02,670
2017,IA,Iowa,15-1142,Network and Computer Systems Administrators,,0.83,73940,35.55,3340
2017,IA,Iowa,15-1143,Computer Network Architects,,0.7,*,*,1180
2017,IA,Iowa,15-1151,Computer User Support Specialists,,0.65,47030,22.61,4310
2017,IA,Iowa,15-1152,Computer Network Support Specialists,,1.15,54070,26,2310
2017,IA,Iowa,15-1199,"Computer Occupations, All Other",,0.64,77390,37.21,2180
2017,KS,Kansas,15-0000,Computer and Mathematical Occupations,,0.88,74020,35.59,35900
2017,KS,Kansas,15-1111,Computer and Information Research Scientists,,0.38,89880,43.21,100
2017,KS,Kansas,15-1121,Computer Systems Analysts,,0.92,78530,37.75,5120
2017,KS,Kansas,15-1122,Information Security Analysts,,0.86,77720,37.36,870
2017,KS,Kansas,15-1131,Computer Programmers,,0.72,74190,35.67,1710
2017,KS,Kansas,15-1132,"Software Developers, Applications",,0.67,86880,41.77,5440
2017,KS,Kansas,15-1133,"Software Developers, Systems Software",,0.64,98460,47.34,2410
2017,KS,Kansas,15-1134,Web Developers,,0.83,60820,29.24,1000
2017,KS,Kansas,15-1141,Database Administrators,,0.8,83870,40.32,870
2017,KS,Kansas,15-1142,Network and Computer Systems Administrators,,1.53,75500,36.3,5510
2017,KS,Kansas,15-1143,Computer Network Architects,,1.06,94620,45.49,1600
2017,KS,Kansas,15-1151,Computer User Support Specialists,,1.29,45350,21.8,7600
2017,KS,Kansas,15-1152,Computer Network Support Specialists,,0.52,58490,28.12,930
2017,KS,Kansas,15-1199,"Computer Occupations, All Other",,0.47,82160,39.5,1430
2017,KY,Kentucky,15-0000,Computer and Mathematical Occupations,,0.55,68790,33.07,31120
2017,KY,Kentucky,15-1121,Computer Systems Analysts,,0.58,72720,34.96,4430
2017,KY,Kentucky,15-1122,Information Security Analysts,,0.56,83010,39.91,780
2017,KY,Kentucky,15-1131,Computer Programmers,,0.32,69700,33.51,1040
2017,KY,Kentucky,15-1132,"Software Developers, Applications",,0.46,78260,37.62,5200
2017,KY,Kentucky,15-1133,"Software Developers, Systems Software",,0.35,86380,41.53,1800
2017,KY,Kentucky,15-1134,Web Developers,,0.72,64780,31.14,1190
2017,KY,Kentucky,15-1141,Database Administrators,,0.62,76080,36.58,930
2017,KY,Kentucky,15-1142,Network and Computer Systems Administrators,,0.64,64670,31.09,3160
2017,KY,Kentucky,15-1143,Computer Network Architects,,0.61,77440,37.23,1260
2017,KY,Kentucky,15-1151,Computer User Support Specialists,,0.71,45400,21.83,5720
2017,KY,Kentucky,15-1152,Computer Network Support Specialists,,0.59,55250,26.56,1460
2017,KY,Kentucky,15-1199,"Computer Occupations, All Other",,0.62,82120,39.48,2590
2017,LA,Louisiana,15-0000,Computer and Mathematical Occupations,,0.35,63700,30.63,20000
2017,LA,Louisiana,15-1121,Computer Systems Analysts,,0.25,72230,34.73,1930
2017,LA,Louisiana,15-1122,Information Security Analysts,,0.33,76710,36.88,460
2017,LA,Louisiana,15-1131,Computer Programmers,,0.71,67970,32.68,2340
2017,LA,Louisiana,15-1132,"Software Developers, Applications",,0.1,76700,36.87,1160
2017,LA,Louisiana,15-1133,"Software Developers, Systems Software",,0.23,75250,36.18,1200
2017,LA,Louisiana,15-1134,Web Developers,,0.28,55200,26.54,460
2017,LA,Louisiana,15-1141,Database Administrators,,0.29,88390,42.5,440
2017,LA,Louisiana,15-1142,Network and Computer Systems Administrators,,0.56,65090,31.3,2790
2017,LA,Louisiana,15-1143,Computer Network Architects,,0.17,80480,38.69,350
2017,LA,Louisiana,15-1151,Computer User Support Specialists,,0.44,45250,21.75,3590
2017,LA,Louisiana,15-1152,Computer Network Support Specialists,,0.55,50660,24.36,1370
2017,LA,Louisiana,15-1199,"Computer Occupations, All Other",,0.79,65500,31.49,3340
2017,ME,Maine,15-0000,Computer and Mathematical Occupations,,0.63,74830,35.98,11370
2017,ME,Maine,15-1121,Computer Systems Analysts,,0.72,81710,39.28,1770
2017,ME,Maine,15-1122,Information Security Analysts,,0.55,110080,52.92,250
2017,ME,Maine,15-1131,Computer Programmers,,0.85,77450,37.23,880
2017,ME,Maine,15-1132,"Software Developers, Applications",,0.47,87940,42.28,1680
2017,ME,Maine,15-1133,"Software Developers, Systems Software",,0.21,91550,44.02,340
2017,ME,Maine,15-1134,Web Developers,,0.62,62390,30,330
2017,ME,Maine,15-1141,Database Administrators,,0.53,74570,35.85,250
2017,ME,Maine,15-1142,Network and Computer Systems Administrators,,0.79,70930,34.1,1250
2017,ME,Maine,15-1143,Computer Network Architects,,0.91,90920,43.71,600
2017,ME,Maine,15-1151,Computer User Support Specialists,,0.75,51050,24.55,1930
2017,ME,Maine,15-1152,Computer Network Support Specialists,,0.99,62530,30.06,780
2017,ME,Maine,15-1199,"Computer Occupations, All Other",,0.62,77050,37.04,820
2017,MD,Maryland,15-0000,Computer and Mathematical Occupations,,1.56,99010,47.6,124630
2017,MD,Maryland,15-1111,Computer and Information Research Scientists,,5.1,109700,52.74,2660
2017,MD,Maryland,15-1121,Computer Systems Analysts,,1.58,97700,46.97,17220
2017,MD,Maryland,15-1122,Information Security Analysts,,2.25,107580,51.72,4430
2017,MD,Maryland,15-1131,Computer Programmers,,1.02,89090,42.83,4710
2017,MD,Maryland,15-1132,"Software Developers, Applications",,0.8,112190,53.94,12710
2017,MD,Maryland,15-1133,"Software Developers, Systems Software",,2.04,118330,56.89,15030
2017,MD,Maryland,15-1134,Web Developers,,1.48,73680,35.43,3470
2017,MD,Maryland,15-1141,Database Administrators,,1.68,87790,42.21,3570
2017,MD,Maryland,15-1142,Network and Computer Systems Administrators,,2.2,107240,51.56,15400
2017,MD,Maryland,15-1143,Computer Network Architects,,1.77,109050,52.43,5230
2017,MD,Maryland,15-1151,Computer User Support Specialists,,0.88,55820,26.84,10080
2017,MD,Maryland,15-1152,Computer Network Support Specialists,,2.39,72070,34.65,8310
2017,MD,Maryland,15-1199,"Computer Occupations, All Other",,2.34,109620,52.7,13840
2017,MA,Massachusetts,15-0000,Computer and Mathematical Occupations,,1.35,96470,46.38,142010
2017,MA,Massachusetts,15-1111,Computer and Information Research Scientists,,1.43,131620,63.28,990
2017,MA,Massachusetts,15-1121,Computer Systems Analysts,,1.03,93030,44.72,14880
2017,MA,Massachusetts,15-1122,Information Security Analysts,,1.27,106520,51.21,3300
2017,MA,Massachusetts,15-1131,Computer Programmers,,0.84,94340,45.36,5150
2017,MA,Massachusetts,15-1132,"Software Developers, Applications",,1.36,108680,52.25,28590
2017,MA,Massachusetts,15-1133,"Software Developers, Systems Software",,2.72,114900,55.24,26560
2017,MA,Massachusetts,15-1134,Web Developers,,1.35,81770,39.31,4190
2017,MA,Massachusetts,15-1141,Database Administrators,,1.01,91060,43.78,2840
2017,MA,Massachusetts,15-1142,Network and Computer Systems Administrators,,1,90340,43.44,9310
2017,MA,Massachusetts,15-1143,Computer Network Architects,,1.43,116540,56.03,5590
2017,MA,Massachusetts,15-1151,Computer User Support Specialists,,1.32,61450,29.54,20090
2017,MA,Massachusetts,15-1152,Computer Network Support Specialists,,0.7,81620,39.24,3240
2017,MA,Massachusetts,15-1199,"Computer Occupations, All Other",,1.18,93900,45.15,9240
2017,MI,Michigan,15-0000,Computer and Mathematical Occupations,,0.87,78810,37.89,111400
2017,MI,Michigan,15-1111,Computer and Information Research Scientists,,0.24,99930,48.04,200
2017,MI,Michigan,15-1121,Computer Systems Analysts,,0.99,84820,40.78,17260
2017,MI,Michigan,15-1122,Information Security Analysts,,0.49,94140,45.26,1550
2017,MI,Michigan,15-1131,Computer Programmers,,0.49,73680,35.42,3630
2017,MI,Michigan,15-1132,"Software Developers, Applications",,1.02,91430,43.96,25940
2017,MI,Michigan,15-1133,"Software Developers, Systems Software",,0.94,89630,43.09,11090
2017,MI,Michigan,15-1134,Web Developers,,0.72,64540,31.03,2720
2017,MI,Michigan,15-1141,Database Administrators,,0.81,84210,40.49,2760
2017,MI,Michigan,15-1142,Network and Computer Systems Administrators,,0.73,77380,37.2,8250
2017,MI,Michigan,15-1143,Computer Network Architects,,0.69,99980,48.07,3270
2017,MI,Michigan,15-1151,Computer User Support Specialists,,0.99,50790,24.42,18190
2017,MI,Michigan,15-1152,Computer Network Support Specialists,,0.69,58340,28.05,3840
2017,MI,Michigan,15-1199,"Computer Occupations, All Other",,1.03,75990,36.53,9780
2017,MN,Minnesota,15-0000,Computer and Mathematical Occupations,,1.11,86710,41.69,94290
2017,MN,Minnesota,15-1111,Computer and Information Research Scientists,,0.43,117200,56.35,240
2017,MN,Minnesota,15-1121,Computer Systems Analysts,,1.44,91230,43.86,16630
2017,MN,Minnesota,15-1122,Information Security Analysts,,1.65,95930,46.12,3460
2017,MN,Minnesota,15-1131,Computer Programmers,,1,89440,43,4950
2017,MN,Minnesota,15-1132,"Software Developers, Applications",,1.02,93280,44.85,17330
2017,MN,Minnesota,15-1133,"Software Developers, Systems Software",,1.04,111340,53.53,8190
2017,MN,Minnesota,15-1134,Web Developers,,1.13,75970,36.52,2830
2017,MN,Minnesota,15-1141,Database Administrators,,1.01,88410,42.5,2300
2017,MN,Minnesota,15-1142,Network and Computer Systems Administrators,,1.14,85560,41.13,8540
2017,MN,Minnesota,15-1143,Computer Network Architects,,1.36,107860,51.85,4290
2017,MN,Minnesota,15-1151,Computer User Support Specialists,,1,55520,26.69,12240
2017,MN,Minnesota,15-1152,Computer Network Support Specialists,,0.9,60200,28.94,3320
2017,MN,Minnesota,15-1199,"Computer Occupations, All Other",,0.96,77570,37.29,6020
2017,MS,Mississippi,15-0000,Computer and Mathematical Occupations,,0.35,67820,32.61,11810
2017,MS,Mississippi,15-1111,Computer and Information Research Scientists,,1.09,95960,46.13,240
2017,MS,Mississippi,15-1121,Computer Systems Analysts,,0.41,66040,31.75,1860
2017,MS,Mississippi,15-1122,Information Security Analysts,,0.41,75500,36.3,330
2017,MS,Mississippi,15-1131,Computer Programmers,,0.4,73860,35.51,780
