Year,ST,STATE,OCC_CODE,OCC_TITLE,,LOC_Q,A_MEAN,H_MEAN,TOT_EMP
2016,NY,New York,15-0000,Computer and Mathematical Occupations,,0.91,93260,44.84,245150
2016,NY,New York,15-1111,Computer and Information Research Scientists,,0.53,146150,70.26,920
2016,NY,New York,15-1121,Computer Systems Analysts,,1.04,98090,47.16,38220
2016,NY,New York,15-1122,Information Security Analysts,,0.82,115690,55.62,5170
2016,NY,New York,15-1131,Computer Programmers,,1.01,88520,42.56,17790
2016,NY,New York,15-1132,"Software Developers, Applications",,0.96,113120,54.38,49350
2016,NY,New York,15-1133,"Software Developers, Systems Software",,0.72,111720,53.71,19020
2016,NY,New York,15-1134,Web Developers,,1.36,81140,39.01,11410
2016,NY,New York,15-1141,Database Administrators,,0.9,91720,44.1,6650
2016,NY,New York,15-1142,Network and Computer Systems Administrators,,1.01,90170,43.35,24600
2016,NY,New York,15-1143,Computer Network Architects,,0.8,108090,51.97,8180
2016,NY,New York,15-1151,Computer User Support Specialists,,1.03,56510,27.17,40280
2016,NY,New York,15-1152,Computer Network Support Specialists,,0.89,76900,36.97,10940
2016,NY,New York,15-1199,"Computer Occupations, All Other",,0.2,87120,41.89,3370
2016,NC,North Carolina,15-0000,Computer and Mathematical Occupations,,1,84280,40.52,125030
2016,NC,North Carolina,15-1111,Computer and Information Research Scientists,,0.21,105870,50.9,170
2016,NC,North Carolina,15-1121,Computer Systems Analysts,,1.34,91700,44.09,22940
2016,NC,North Carolina,15-1122,Information Security Analysts,,1.23,99570,47.87,3590
2016,NC,North Carolina,15-1131,Computer Programmers,,0.83,88220,42.41,6760
2016,NC,North Carolina,15-1132,"Software Developers, Applications",,1.01,98300,47.26,24090
2016,NC,North Carolina,15-1133,"Software Developers, Systems Software",,0.67,108290,52.06,8260
2016,NC,North Carolina,15-1134,Web Developers,,0.97,72030,34.63,3780
2016,NC,North Carolina,15-1141,Database Administrators,,0.81,86490,41.58,2780
2016,NC,North Carolina,15-1142,Network and Computer Systems Administrators,,1.03,82790,39.8,11740
2016,NC,North Carolina,15-1143,Computer Network Architects,,0.96,105690,50.81,4570
2016,NC,North Carolina,15-1151,Computer User Support Specialists,,1.21,51770,24.89,21970
2016,NC,North Carolina,15-1152,Computer Network Support Specialists,,1.11,64980,31.24,6330
2016,NC,North Carolina,15-1199,"Computer Occupations, All Other",,0.53,82540,39.68,4140
2016,ND,North Dakota,15-0000,Computer and Mathematical Occupations,,0.58,67160,32.29,7340
2016,ND,North Dakota,15-1121,Computer Systems Analysts,,0.39,78300,37.65,680
2016,ND,North Dakota,15-1122,Information Security Analysts,,0.72,74780,35.95,210
2016,ND,North Dakota,15-1131,Computer Programmers,,0.69,62390,30,570
2016,ND,North Dakota,15-1132,"Software Developers, Applications",,0.51,79820,38.37,1220
2016,ND,North Dakota,15-1133,"Software Developers, Systems Software",,0.46,65370,31.43,580
2016,ND,North Dakota,15-1134,Web Developers,,0.53,60100,28.9,210
2016,ND,North Dakota,15-1141,Database Administrators,,0.5,76560,36.81,170
2016,ND,North Dakota,15-1142,Network and Computer Systems Administrators,,0.6,67560,32.48,690
2016,ND,North Dakota,15-1143,Computer Network Architects,,0.39,87400,42.02,190
2016,ND,North Dakota,15-1151,Computer User Support Specialists,,0.78,52750,25.36,1420
2016,ND,North Dakota,15-1152,Computer Network Support Specialists,,0.84,55500,26.68,480
2016,ND,North Dakota,15-1199,"Computer Occupations, All Other",,0.91,67580,32.49,720
2016,OH,Ohio,15-0000,Computer and Mathematical Occupations,,0.88,79290,38.12,140110
2016,OH,Ohio,15-1111,Computer and Information Research Scientists,,0.17,101680,48.89,170
2016,OH,Ohio,15-1121,Computer Systems Analysts,,1.26,88310,42.45,27200
2016,OH,Ohio,15-1122,Information Security Analysts,,0.76,86210,41.45,2800
2016,OH,Ohio,15-1131,Computer Programmers,,0.53,71370,34.31,5460
2016,OH,Ohio,15-1132,"Software Developers, Applications",,1.1,93120,44.77,33330
2016,OH,Ohio,15-1133,"Software Developers, Systems Software",,0.36,95230,45.79,5650
2016,OH,Ohio,15-1134,Web Developers,,0.64,59950,28.82,3130
2016,OH,Ohio,15-1141,Database Administrators,,0.97,81900,39.38,4190
2016,OH,Ohio,15-1142,Network and Computer Systems Administrators,,0.96,76230,36.65,13760
2016,OH,Ohio,15-1143,Computer Network Architects,,0.86,94780,45.57,5130
2016,OH,Ohio,15-1151,Computer User Support Specialists,,0.79,46590,22.4,18140
2016,OH,Ohio,15-1152,Computer Network Support Specialists,,1.34,59240,28.48,9630
2016,OH,Ohio,15-1199,"Computer Occupations, All Other",,0.6,77570,37.29,5990
2016,OK,Oklahoma,15-0000,Computer and Mathematical Occupations,,0.64,68220,32.8,30210
2016,OK,Oklahoma,15-1111,Computer and Information Research Scientists,,1.53,84950,40.84,460
2016,OK,Oklahoma,15-1121,Computer Systems Analysts,,0.46,79830,38.38,2930
2016,OK,Oklahoma,15-1122,Information Security Analysts,,0.54,76880,36.96,590
2016,OK,Oklahoma,15-1131,Computer Programmers,,0.53,75860,36.47,1610
2016,OK,Oklahoma,15-1132,"Software Developers, Applications",,0.48,86730,41.7,4320
2016,OK,Oklahoma,15-1133,"Software Developers, Systems Software",,0.49,79520,38.23,2260
2016,OK,Oklahoma,15-1134,Web Developers,,0.53,53430,25.69,780
2016,OK,Oklahoma,15-1141,Database Administrators,,0.64,74660,35.89,830
2016,OK,Oklahoma,15-1142,Network and Computer Systems Administrators,,0.63,68050,32.72,2680
2016,OK,Oklahoma,15-1143,Computer Network Architects,,0.46,82260,39.55,810
2016,OK,Oklahoma,15-1151,Computer User Support Specialists,,1.1,45310,21.78,7460
2016,OK,Oklahoma,15-1152,Computer Network Support Specialists,,0.99,63280,30.42,2110
2016,OK,Oklahoma,15-1199,"Computer Occupations, All Other",,0.82,75480,36.29,2420
2016,OR,Oregon,15-0000,Computer and Mathematical Occupations,,0.96,82190,39.52,50900
2016,OR,Oregon,15-1111,Computer and Information Research Scientists,,0.74,154220,74.14,250
2016,OR,Oregon,15-1121,Computer Systems Analysts,,0.67,87290,41.97,4830
2016,OR,Oregon,15-1122,Information Security Analysts,,0.52,99930,48.05,640
2016,OR,Oregon,15-1131,Computer Programmers,,0.96,77780,37.39,3330
2016,OR,Oregon,15-1132,"Software Developers, Applications",,1.24,99670,47.92,12530
2016,OR,Oregon,15-1133,"Software Developers, Systems Software",,0.66,101560,48.83,3470
2016,OR,Oregon,15-1134,Web Developers,,1.82,64300,30.91,3010
2016,OR,Oregon,15-1141,Database Administrators,,0.69,84540,40.65,1000
2016,OR,Oregon,15-1142,Network and Computer Systems Administrators,,0.67,78530,37.75,3220
2016,OR,Oregon,15-1143,Computer Network Architects,,0.55,121250,58.29,1100
2016,OR,Oregon,15-1151,Computer User Support Specialists,,0.97,51580,24.8,7440
2016,OR,Oregon,15-1152,Computer Network Support Specialists,,0.77,59480,28.6,1870
2016,OR,Oregon,15-1199,"Computer Occupations, All Other",,1.9,78570,37.77,6340
2016,PA,Pennsylvania,15-0000,Computer and Mathematical Occupations,,0.91,81100,38.99,154710
2016,PA,Pennsylvania,15-1111,Computer and Information Research Scientists,,0.38,108640,52.23,410
2016,PA,Pennsylvania,15-1121,Computer Systems Analysts,,0.93,89100,42.83,21630
2016,PA,Pennsylvania,15-1122,Information Security Analysts,,0.75,90210,43.37,2960
2016,PA,Pennsylvania,15-1131,Computer Programmers,,1.17,81120,39,13030
2016,PA,Pennsylvania,15-1132,"Software Developers, Applications",,0.81,95200,45.77,26230
2016,PA,Pennsylvania,15-1133,"Software Developers, Systems Software",,0.6,97890,47.06,10010
2016,PA,Pennsylvania,15-1134,Web Developers,,0.92,67360,32.38,4900
2016,PA,Pennsylvania,15-1141,Database Administrators,,1.22,81440,39.15,5680
2016,PA,Pennsylvania,15-1142,Network and Computer Systems Administrators,,0.91,76130,36.6,14010
2016,PA,Pennsylvania,15-1143,Computer Network Architects,,0.91,106030,50.98,5850
2016,PA,Pennsylvania,15-1151,Computer User Support Specialists,,1.04,52090,25.04,25760
2016,PA,Pennsylvania,15-1152,Computer Network Support Specialists,,0.89,64320,30.92,6850
2016,PA,Pennsylvania,15-1199,"Computer Occupations, All Other",,1.01,87850,42.23,10770
2016,RI,Rhode Island,15-0000,Computer and Mathematical Occupations,,1.01,85200,40.96,14270
2016,RI,Rhode Island,15-1111,Computer and Information Research Scientists,,4.79,108810,52.31,430
2016,RI,Rhode Island,15-1121,Computer Systems Analysts,,0.94,93500,44.95,1820
2016,RI,Rhode Island,15-1122,Information Security Analysts,,1.03,103280,49.65,340
2016,RI,Rhode Island,15-1131,Computer Programmers,,1.25,77190,37.11,1150
2016,RI,Rhode Island,15-1132,"Software Developers, Applications",,0.81,92310,44.38,2180
2016,RI,Rhode Island,15-1133,"Software Developers, Systems Software",,0.8,108820,52.32,1110
2016,RI,Rhode Island,15-1134,Web Developers,,0.92,*,*,400
2016,RI,Rhode Island,15-1141,Database Administrators,,1.11,91880,44.17,430
2016,RI,Rhode Island,15-1142,Network and Computer Systems Administrators,,1.38,86200,41.44,1750
2016,RI,Rhode Island,15-1143,Computer Network Architects,,0.65,108750,52.28,350
2016,RI,Rhode Island,15-1151,Computer User Support Specialists,,0.65,54350,26.13,1330
2016,RI,Rhode Island,15-1152,Computer Network Support Specialists,,1.84,50220,24.14,1180
2016,RI,Rhode Island,15-1199,"Computer Occupations, All Other",,1.18,92320,44.39,1050
2016,SC,South Carolina,15-0000,Computer and Mathematical Occupations,,0.64,71730,34.49,37660
2016,SC,South Carolina,15-1111,Computer and Information Research Scientists,,0.86,95060,45.7,320
2016,SC,South Carolina,15-1121,Computer Systems Analysts,,0.74,77120,37.08,5940
2016,SC,South Carolina,15-1122,Information Security Analysts,,1.01,73170,35.18,1380
2016,SC,South Carolina,15-1131,Computer Programmers,,0.87,82450,39.64,3320
2016,SC,South Carolina,15-1132,"Software Developers, Applications",,0.32,86080,41.39,3580
2016,SC,South Carolina,15-1133,"Software Developers, Systems Software",,0.44,80400,38.66,2530
2016,SC,South Carolina,15-1134,Web Developers,,0.5,65760,31.61,910
2016,SC,South Carolina,15-1141,Database Administrators,,0.66,76530,36.8,1070
2016,SC,South Carolina,15-1142,Network and Computer Systems Administrators,,0.97,73730,35.45,5160
2016,SC,South Carolina,15-1143,Computer Network Architects,,0.65,90920,43.71,1430
2016,SC,South Carolina,15-1151,Computer User Support Specialists,,0.79,46160,22.19,6700
2016,SC,South Carolina,15-1152,Computer Network Support Specialists,,0.92,54370,26.14,2440
2016,SC,South Carolina,15-1199,"Computer Occupations, All Other",,0.39,84550,40.65,1430
2016,SD,South Dakota,15-0000,Computer and Mathematical Occupations,,0.63,63930,30.74,7830
2016,SD,South Dakota,15-1121,Computer Systems Analysts,,0.41,72630,34.92,700
2016,SD,South Dakota,15-1122,Information Security Analysts,,0.73,88510,42.56,210
2016,SD,South Dakota,15-1131,Computer Programmers,,0.91,53070,25.52,740
2016,SD,South Dakota,15-1132,"Software Developers, Applications",,0.48,78230,37.61,1140
2016,SD,South Dakota,15-1133,"Software Developers, Systems Software",,0.41,90410,43.47,490
2016,SD,South Dakota,15-1134,Web Developers,,0.78,64090,30.81,300
2016,SD,South Dakota,15-1141,Database Administrators,,0.31,73300,35.24,100
2016,SD,South Dakota,15-1142,Network and Computer Systems Administrators,,1.47,61570,29.6,1650
2016,SD,South Dakota,15-1143,Computer Network Architects,,0.6,95440,45.89,280
2016,SD,South Dakota,15-1151,Computer User Support Specialists,,0.69,38490,18.5,1230
2016,SD,South Dakota,15-1152,Computer Network Support Specialists,,1.3,48870,23.5,730
2016,SD,South Dakota,15-1199,"Computer Occupations, All Other",,0.23,76890,36.97,180
2016,TN,Tennessee,15-0000,Computer and Mathematical Occupations,,0.6,71930,34.58,51340
2016,TN,Tennessee,15-1111,Computer and Information Research Scientists,,0.25,103610,49.81,140
2016,TN,Tennessee,15-1121,Computer Systems Analysts,,0.62,74800,35.96,7250
2016,TN,Tennessee,15-1122,Information Security Analysts,,0.62,80150,38.53,1240
2016,TN,Tennessee,15-1131,Computer Programmers,,0.73,72260,34.74,4110
2016,TN,Tennessee,15-1132,"Software Developers, Applications",,0.37,84340,40.55,6060
2016,TN,Tennessee,15-1133,"Software Developers, Systems Software",,0.47,87320,41.98,3980
2016,TN,Tennessee,15-1134,Web Developers,,0.62,59660,28.68,1650
2016,TN,Tennessee,15-1141,Database Administrators,,0.52,84290,40.52,1220
2016,TN,Tennessee,15-1142,Network and Computer Systems Administrators,,0.7,78880,37.92,5430
2016,TN,Tennessee,15-1143,Computer Network Architects,,0.63,94780,45.57,2040
2016,TN,Tennessee,15-1151,Computer User Support Specialists,,0.77,48610,23.37,9510
2016,TN,Tennessee,15-1152,Computer Network Support Specialists,,0.78,62350,29.98,3050
2016,TN,Tennessee,15-1199,"Computer Occupations, All Other",,0.59,72770,34.99,3180
2016,TX,Texas,15-0000,Computer and Mathematical Occupations,,1,86920,41.79,350160
2016,TX,Texas,15-1111,Computer and Information Research Scientists,,0.82,98830,47.52,1810
2016,TX,Texas,15-1121,Computer Systems Analysts,,1.23,93610,45.01,58680
2016,TX,Texas,15-1122,Information Security Analysts,,0.96,92890,44.66,7790
2016,TX,Texas,15-1131,Computer Programmers,,0.9,85210,40.97,20430
2016,TX,Texas,15-1132,"Software Developers, Applications",,0.91,104910,50.44,60550
2016,TX,Texas,15-1133,"Software Developers, Systems Software",,0.9,106280,51.1,30850
2016,TX,Texas,15-1134,Web Developers,,0.79,71140,34.2,8540
2016,TX,Texas,15-1141,Database Administrators,,1.26,84570,40.66,12010
2016,TX,Texas,15-1142,Network and Computer Systems Administrators,,1.02,87790,42.21,32090
2016,TX,Texas,15-1143,Computer Network Architects,,0.88,112850,54.26,11620
2016,TX,Texas,15-1151,Computer User Support Specialists,,1.14,52140,25.07,57340
2016,TX,Texas,15-1152,Computer Network Support Specialists,,1.12,71560,34.4,17730
2016,TX,Texas,15-1199,"Computer Occupations, All Other",,0.77,88140,42.37,16890
2016,UT,Utah,15-0000,Computer and Mathematical Occupations,,1.1,77210,37.12,44830
2016,UT,Utah,15-1111,Computer and Information Research Scientists,,2.63,91680,44.08,680
2016,UT,Utah,15-1121,Computer Systems Analysts,,0.68,80660,38.78,3800
2016,UT,Utah,15-1122,Information Security Analysts,,0.48,84500,40.62,450
2016,UT,Utah,15-1131,Computer Programmers,,1.58,78210,37.6,4210
2016,UT,Utah,15-1132,"Software Developers, Applications",,1.25,95190,45.76,9700
2016,UT,Utah,15-1133,"Software Developers, Systems Software",,0.97,101890,48.99,3890
2016,UT,Utah,15-1134,Web Developers,,1.46,64420,30.97,1850
2016,UT,Utah,15-1141,Database Administrators,,0.84,88000,42.31,940
2016,UT,Utah,15-1142,Network and Computer Systems Administrators,,0.97,76080,36.57,3560
2016,UT,Utah,15-1143,Computer Network Architects,,0.66,101040,48.58,1020
2016,UT,Utah,15-1151,Computer User Support Specialists,,1.4,46570,22.39,8250
2016,UT,Utah,15-1152,Computer Network Support Specialists,,0.93,56420,27.13,1720
2016,UT,Utah,15-1199,"Computer Occupations, All Other",,1.41,71370,34.31,3610
2016,VT,Vermont,15-0000,Computer and Mathematical Occupations,,0.78,76350,36.71,7060
2016,VT,Vermont,15-1121,Computer Systems Analysts,,0.39,78260,37.63,480
2016,VT,Vermont,15-1122,Information Security Analysts,,0.39,88990,42.79,80
2016,VT,Vermont,15-1131,Computer Programmers,,0.72,69480,33.41,420
2016,VT,Vermont,15-1132,"Software Developers, Applications",,0.61,93500,44.95,1040
2016,VT,Vermont,15-1133,"Software Developers, Systems Software",,0.99,107830,51.84,880
2016,VT,Vermont,15-1134,Web Developers,,2,65930,31.7,560
2016,VT,Vermont,15-1141,Database Administrators,,0.92,71510,34.38,230
2016,VT,Vermont,15-1142,Network and Computer Systems Administrators,,1.66,72190,34.71,1360
2016,VT,Vermont,15-1143,Computer Network Architects,,0.42,82120,39.48,140
2016,VT,Vermont,15-1151,Computer User Support Specialists,,0.91,54070,26,1190
2016,VT,Vermont,15-1152,Computer Network Support Specialists,,0.82,49940,24.01,340
2016,VT,Vermont,15-1199,"Computer Occupations, All Other",,0.32,81330,39.1,180
2016,VA,Virginia,15-0000,Computer and Mathematical Occupations,,1.78,98540,47.37,198560
2016,VA,Virginia,15-1111,Computer and Information Research Scientists,,3.59,126800,60.96,2550
2016,VA,Virginia,15-1121,Computer Systems Analysts,,1.74,98470,47.34,26480
2016,VA,Virginia,15-1122,Information Security Analysts,,4.45,105440,50.69,11550
2016,VA,Virginia,15-1131,Computer Programmers,,1.21,94680,45.52,8780
2016,VA,Virginia,15-1132,"Software Developers, Applications",,1.64,110030,52.9,34790
2016,VA,Virginia,15-1133,"Software Developers, Systems Software",,2.27,117330,56.41,24950
2016,VA,Virginia,15-1134,Web Developers,,1.09,80950,38.92,3780
2016,VA,Virginia,15-1141,Database Administrators,,1.91,96170,46.24,5830
2016,VA,Virginia,15-1142,Network and Computer Systems Administrators,,1.93,94330,45.35,19470
2016,VA,Virginia,15-1143,Computer Network Architects,,2.44,113050,54.35,10270
2016,VA,Virginia,15-1151,Computer User Support Specialists,,1.27,55230,26.55,20490
2016,VA,Virginia,15-1152,Computer Network Support Specialists,,1.46,75580,36.34,7390
2016,VA,Virginia,15-1199,"Computer Occupations, All Other",,1.71,101630,48.86,11980
2016,WA,Washington,15-0000,Computer and Mathematical Occupations,,1.63,104430,50.2,148670
2016,WA,Washington,15-1111,Computer and Information Research Scientists,,**,133950,64.4,**
2016,WA,Washington,15-1121,Computer Systems Analysts,,1.46,93790,45.09,18130
2016,WA,Washington,15-1122,Information Security Analysts,,0.89,99430,47.8,1890
2016,WA,Washington,15-1131,Computer Programmers,,1.73,116170,55.85,10280
2016,WA,Washington,15-1132,"Software Developers, Applications",,2.83,129440,62.23,49010
2016,WA,Washington,15-1133,"Software Developers, Systems Software",,1.56,114320,54.96,13960
2016,WA,Washington,15-1134,Web Developers,,1.7,90260,43.39,4810
2016,WA,Washington,15-1141,Database Administrators,,0.83,93240,44.83,2070
2016,WA,Washington,15-1142,Network and Computer Systems Administrators,,1.1,88770,42.68,9080
2016,WA,Washington,15-1143,Computer Network Architects,,1.8,101290,48.7,6180
2016,WA,Washington,15-1151,Computer User Support Specialists,,1.16,56460,27.14,15310
2016,WA,Washington,15-1152,Computer Network Support Specialists,,0.97,72230,34.73,3990
2016,WA,Washington,15-1199,"Computer Occupations, All Other",,1.42,86760,41.71,8080
2016,WV,West Virginia,15-0000,Computer and Mathematical Occupations,,0.51,67990,32.69,10650
2016,WV,West Virginia,15-1121,Computer Systems Analysts,,0.3,73150,35.17,860
2016,WV,West Virginia,15-1122,Information Security Analysts,,0.35,76320,36.69,170
2016,WV,West Virginia,15-1131,Computer Programmers,,0.46,67990,32.69,630
2016,WV,West Virginia,15-1132,"Software Developers, Applications",,0.22,88490,42.55,880
2016,WV,West Virginia,15-1133,"Software Developers, Systems Software",,0.29,76080,36.58,580
2016,WV,West Virginia,15-1134,Web Developers,,0.4,49600,23.85,260
2016,WV,West Virginia,15-1141,Database Administrators,,0.76,68000,32.69,430
2016,WV,West Virginia,15-1142,Network and Computer Systems Administrators,,0.59,63880,30.71,1110
2016,WV,West Virginia,15-1143,Computer Network Architects,,0.37,81160,39.02,290
2016,WV,West Virginia,15-1151,Computer User Support Specialists,,0.69,45660,21.95,2060
2016,WV,West Virginia,15-1152,Computer Network Support Specialists,,0.82,48150,23.15,770
2016,WV,West Virginia,15-1199,"Computer Occupations, All Other",,1.73,85240,40.98,2250
2016,WI,Wisconsin,15-0000,Computer and Mathematical Occupations,,0.9,72200,34.71,74950
2016,WI,Wisconsin,15-1111,Computer and Information Research Scientists,,**,71670,34.46,**
2016,WI,Wisconsin,15-1121,Computer Systems Analysts,,1.13,77090,37.06,12800
2016,WI,Wisconsin,15-1122,Information Security Analysts,,0.72,78740,37.85,1390
2016,WI,Wisconsin,15-1131,Computer Programmers,,1.04,74740,35.93,5660
2016,WI,Wisconsin,15-1132,"Software Developers, Applications",,1,83040,39.92,15850
2016,WI,Wisconsin,15-1133,"Software Developers, Systems Software",,0.45,85930,41.31,3650
2016,WI,Wisconsin,15-1134,Web Developers,,1.04,51960,24.98,2700
2016,WI,Wisconsin,15-1141,Database Administrators,,0.78,77320,37.18,1770
2016,WI,Wisconsin,15-1142,Network and Computer Systems Administrators,,0.93,71240,34.25,7010
2016,WI,Wisconsin,15-1143,Computer Network Architects,,0.69,91030,43.77,2180
2016,WI,Wisconsin,15-1151,Computer User Support Specialists,,0.96,49460,23.78,11550
2016,WI,Wisconsin,15-1152,Computer Network Support Specialists,,1.09,60770,29.22,4110
2016,WI,Wisconsin,15-1199,"Computer Occupations, All Other",,0.67,71280,34.27,3520
2016,WY,Wyoming,15-0000,Computer and Mathematical Occupations,,0.32,62170,29.89,2650
2016,WY,Wyoming,15-1121,Computer Systems Analysts,,0.16,69420,33.37,170
2016,WY,Wyoming,15-1131,Computer Programmers,,0.39,60650,29.16,210
2016,WY,Wyoming,15-1132,"Software Developers, Applications",,0.16,68730,33.04,250
2016,WY,Wyoming,15-1133,"Software Developers, Systems Software",,**,84320,40.54,**
2016,WY,Wyoming,15-1134,Web Developers,,0.49,65530,31.51,130
2016,WY,Wyoming,15-1141,Database Administrators,,0.84,61430,29.53,190
2016,WY,Wyoming,15-1142,Network and Computer Systems Administrators,,0.72,66590,32.01,530
2016,WY,Wyoming,15-1143,Computer Network Architects,,0.11,*,*,30
2016,WY,Wyoming,15-1151,Computer User Support Specialists,,0.53,47750,22.96,630
2016,WY,Wyoming,15-1152,Computer Network Support Specialists,,0.62,56780,27.3,230
2016,WY,Wyoming,15-1199,"Computer Occupations, All Other",,0.28,71850,34.54,140
